,ID_text
9546,selalu gemar dukung
9548,selalu supportkamurikk panoetanqueee
9549,lama aku nonton video video ericko lim pernah satu iklan aku skip sampe iklan menit anjing
9552,selamat ericko sudah hilang mli tetran muslim sama cok kaum sumbu pendek terus intai
9553,selo bang
9554,selow bang santuy ajaet yg subscribernya m seperti anak haram kali
9555,selow bang selalu dukung kamu
9557,semagat erick
9558,makin banyak benci makin kayakamubang wkwkwk
9559,makin banyak benci makin kayaa
9561,makin tinggikamuberada makin banyak yg bakal usaha jatuh mu
9562,semanagt terus
9563,semangat
9564,semangat ae walaupun banyak benci
9565,semangat bang jangan serah ajinkkk tidak canda banggg
9566,semangat erickolim w no erikcolim no life aku suport kamu terus
9567,semangat erik kontol
9568,semangat ka ericolim
9569,semangat lah
9570,semangat apload tiap hari juta subscribe tar pas juta subscribe jangan males malesan apload lu
9571,semangat abang
9572,semangat bang
9573,semangat bang
9575,semangat bang aku soaperssssssssss
9577,semangat bang banyak ngebully hk tau mungkin juang youtuber
9578,semangat bang erick
9579,semangat bang ericko
9581,semangat bang erik tetep jalankamusebagai orang entertaiment buat hibur gemar usah duli benci inti tetep sama pendiriankamubang saya yakin sifat kelakuankamukalo belakang kamera buruk depan kamera mbil sisi baik makanya punya otak pake perfect
9582,semangat bang erikk don t let anyone bring you down fuck all that negative shit about you
9584,semangat bang jadiin motivasi maju salam balilu rick beberapa persis banget konten njir di kasih cerah dia rick
9585,semangat bang you tube rewindnya main pubg dong bang
9586,semangat bangoapers
9588,semangat karya bng
9589,semangat bg eric
9592,semangat bng anjir good lah soapking kwkwkw kirim dah lewat dm kwkwters ksih tau aku
9594,semangat bro fans tunda lahir sihir hahaha
9598,semangat ericko lim meski banyak benci
9599,semangat erik
9600,semangat k walaupun dibully terus
9601,semangat kak ericko lim
9602,semangat kak ericko lim wkwkkwk
9603,semangat karya anjing
9604,semangat lim walaupun banyak heathers
9605,semangat limmmm lanjut terus karyakamuvideokamumenghimbur lim wkwkwkwk good bet lahhhgk bilang suruh ngikutin
9606,semangat ngentotttttt
9607,semangat erick
9608,semangat erick buat youtube rewindnyaa tenar sekolah sekolah panggil sama temen anak murid ericko
9609,semangat terus bang
9610,semangat terus bang erick
9611,semangat terus bang erick biarin banyak benci wajar
9612,semangat terus bang usah dengerin benci benci orang goblok
9613,semangat terus bang tunggu youtube rewind
9615,semangat terus bang benci dikarungin tuju like
9617,semangat terus bang lik hidup asi gore buat conten gemar
9618,semangat terus bang lupain benci yg g anggep cuma angin lewat in conten yg positif tks
9619,semangat terus bermotifasi i love you
9620,semangat terus buat video bang
9623,semangat terus lim aku dukung toxickan lu
9624,semangat terus rick
9625,semangat terus erick jangan dengerin kata benci aku tau kamu video sama asli beda kamu depan kamera cuman internet personality u kenal
9626,semangat terus soapkingbanyak mau
9627,semangat terus y kakak walaupun dibully tetap semangat
9633,semangat kakak erik aku bakal dukungkamuterus
9635,semburrr terus tu benci bang bilang benci pada poin siapa si erickolim
9636,semena mena anjing hahaha jangan gegabahh luu jangann wkwkwk
9637,semenjak subskamutol stiap aku ngumpul ama temen sukur smwa pd ketawa ngaqaq sini aku ajar aku ngikutin gaya ngmngkamuyg bajing n kotor bangsa hewan liar smwa org yg kata kasar jorok ngikutin sifat watak aslikamuibaratnyakamuseneng ngmng kasar lah berprilaku acakadul lah tapikamuinget bahwasannyakamumsih inget temenkamutemen susah bantu temen neng kita ikut neng dripadakamuprilaku baik ngmng alus nusuk belakang bangzaaaaaadddd
9638,semenjak sudah moveon game mobile legend toxic perlahan ilang
9639,semngat terus bang
9640,semngat kontol
9642,moga mampir chenelku
9643,moga subscribe bang erik nambah benci jangan suka ngebuli orang ini udah ngedit lama ampe tidur dankamungejeg enak dasar para benci kontol
9644,moga termotifasi rikuber se bngst lu
9645,semua iklan saya skip bang biar beli mobil
9646,semua kamu hina
9647,semua komentar benci erickolim jls ajg
9649,semua orang punya otak
9650,semua sekolah aku ngatain aku toxic gara sering nonton channel elu wkwkwkwk
9651,semua tampil kamu sifat kamu yg skrg gaya kamu yg sok semangat benci aku tau kamu cuman bangga adsense yg pikir kamu lemah uang segitu buat kamu kaya gin udah macam bukan manusia mungkin
9652,semua warga yg udah subscribe ericko lim unssubcribe aje
9653,semua you tube punya ciri khas kamu torok eh toxic bla bla serah serah kamu chanel chanel kamu nyari uang kamu nama hibur penting bau provokator
9654,semua youtuber benci bkl maju ykin dh klau youtuber benci ksih tau aku
9655,semua youtubers punya konten masing cara masing hibur
9656,mudah anjing aku suka gayakamurik
9657,send bob or vagene
9658,neng saya anjay intro semangat lgsg sudah lama g dgr intro p orang punya otak sama fikiran us
9659,sengaja gagua skip iklan biarkamubayar benci pake duit bang
9660,sens gaming udah tau kata kotor
9661,sense lyfe
9663,orang erikcolim tahan sama nama benci
9667,serah lah njir hidup kali
9670,sering buat konten begini kadang aku pingin ketawa baca komentar botol
9672,sering sering buat konten ginian rick hibur jomblo banget
9673,sering sering buat video gin rick
9682,tuju anjing at
9683,tuju erick semangat
9686,shit tertawa sumpah hahaha
9688,shut the fuck up your a fuckin cunts
9689,shut up fuck up kontoru
9690,shut up the mother fvcking kontoru benci we are family of gemar we don t lose
9691,si acil setipa aku baca komentar chenel si erik kamu
9692,si bangsad ngekek wkwk
9696,si kontoru botak selesai rewind tod
9699,si quda yakult
9700,siaaappp
9701,sial rip headset
9703,siap aku nonton langsung iklan no skip aku langsung vid wkwj
9704,siap erick semangat buat vid
9705,siap youtuber gt ajar didik
9706,siapa banget
9708,siapa nonton tidur
9709,siapa sieh yg ngedit naekin gaji rick
9711,siapa mau populer
9712,siapa ngulang ngulang intro legend
9713,siapa tuju buat part hahaha
9715,siapa yg kangen sama opening video
9720,silah hina aku puas aku suci kamu penuh dosa benci
9722,silver play button
9724,sini titis ericko lim
9742,skuy living
9745,sleding yg rasa bocah
9746,slow bang penting edsens jalan terus wkkwkwkwk gx usah d fikirin anak anak coli
9750,slow bang kamu kuat aku tau kamu paling tampan bumi i love me bang
9751,slow bro erik dukung kamu
9752,slow rick aku pihak kamu eak
9754,slow rick benci membuatkamukaya
9755,slow rick saya bakal jd youtuberkyj lu
9756,slowin bro
9758,sloww bang guah dukung chanel lagih
9759,smangat bang usah dengerin hathers
9766,so proud of you
9769,soap king on the real mvp
9773,gemar anti baper tipe gemar
9774,gemar auto triggerd kalau yang ngehate erick an aku tonton
9778,gemar garis keras
9780,gemar jatim here voss
9781,gemar like
9785,gemar ngehate ericko kuy biar ericko banyak duit ntaps
9792,gemar sejati aku semngat erick
9793,gemar sejati komentar
9794,gemar sejati mana
9796,gemar selalu buatkamubang keep charming stay focus
9798,gemar vs rapstronot
9800,soaperss mana suaranyaamengibur banget anjay thank you
9803,soapking best
9804,soapking mah bebas
9806,soapkingmah keball
9809,soapres
9812,sobat gurun iya bukan kyak elu bayi tabungg bangsat
9815,sok jago rasa paling kuat dih malu in orang depok tod
9816,sokkamubang reza musuh terbesarkamuaja bang ericko lim sang wibu indonesia wkwkwk mukakamukayak reza arap bang
9817,sok ngatur kentot subscribe ajh hahah tertawa
9820,sok suci
9824,sopan kamu anjing
9827,sorry bang telat telat tetep auto nonton bang
9831,sperma aku keluar menit
9836,stay kalem
9838,stay soaperssss
9840,steadyakufan mu mlysia benci otak crack
9841,steven shu harap tahun wujud peraturanya
9842,stju erick
9844,stres cuma buat hibur goblok
9845,suara jangan jumpscare lah ajg
9849,subcribeer kamu naik erick parah dah
9850,subscribe back bro w adik erickolim v
9851,subscribe bot
9855,subscribe gan gwa ultah
9856,subscribe saya subscribe back
9861,subscribe
9862,subscribe aku warna biru bang bagaimana donk
9863,subscribe channel aku yak disubsback
9864,subscribe channel ku bro
9865,subscribe cuma juta pake gaya kalah sama atta halilintau
9867,subscribe beli wkwkwo
9869,subscribe naik wkwk
9870,subscribe channelakukaka nantiakusubsback kedengeran suara lu
9871,subscribe makan bulu ketek mamah kamu
9872,subscribe me pliss
9875,subscriber banyak nonton dikit hapus channel
9877,subscriber g nambah
9878,subsribe aku oy aku subsribe balik
9880,wajib bagai netizen rangkul membully
9881,suka lucu kalau liat orang tolol komentar agamakamusiapa anjing nentuin video bang erick pantes tidak buat tonton ama orang dasar tolol mau bilang pinter tolol e liat
9882,suka tertawa ama org yg takut anak nonton video lah internet bos anak kecil buka yutub terus iseng ketik tetek jg bakal keluar semua video yg isi toket semua wkwkwk inti kalau bocil buka yutub musti awas ortu lah ortu jg musti rajin liat history anak nonton apa kalau yg jelek hapus biar gada recommend video lg
9884,sukses terus bang
9885,sukses teruss motherfucker
9886,sumber uang fans yg tunda pinter jugakamukntl
9887,sumbu pendek gausa liat eaa kena dark joke dikit baper ea bocah kentang eaa
9888,sumpah aku tertawa anjing baca comment hatersny
9890,sumpah bang aku kekeh liat
9891,sumpah bang hibur s
9892,sumpah dulu aku benci erick pas aku lihat video aku suka chenel ericko
9893,sumpah ericko kamu bad timing ngeupload video
9894,sumpah bukan benci bukan subscriber boom
9895,sumpah ngefans banget smakamurik
9898,sumpah tertawa
9902,sumpah nguakakkkkk
9904,sumpah tanya no tertawa banget asliube bisakamujajanin
9905,sumpah rick chaneelkamuitu mengibur banget anjay thank you
9907,sumpah tertawa caption njer video lebih buat tertawa unggu endorses tol
9908,sumpah tertawa bangck soal elu laki coba elu cewek aku ewe
9909,sumpah tertawa lanjut eric mantr
9910,sumpah tertawa liat expersi kamu bang kalau buat konten makan roti pakai alas kos kaki bang kos kaki lama cuci lucu benar atain orang sok tampan aku pen tertawa banget sama benci kamu bang yg pikir dulu kalau mau ngehujat alah benar balas sendiri makas salam ib
9913,sumpah we tertawa njirr
9914,sumpah bang kapan semarang fans berat sumpah
9917,sunat duls baru gans
9918,sungguh sayang para benci cuvluk
9919,sungguh komentar sangat ber faidah
9921,sup malam hari
9922,super bang
9923,support lah aku mah
9925,supportkamurick aku
9926,surbay bro aku skip
9927,surga vs neraka mah
9928,suruh hapus maksud orang primitif
9929,suruh kamu
9931,susu kontol manis dulu bang
9932,susukntlmanis
9933,sy tidak mau indonesia jdi pecah belah kali
9935,syang erick
9936,syap buat konten tidak faedah tapi hibur jangan pikir benci benci piki keri benci sumber duit tidak
9939,t vid
9943,tadi nyuruh subscribe terus makanya aku subscribe x
9944,tadi si erick bangga kontoollll benci hasil duiit begoo
9945,taek benci
9946,taek wkekekw
9947,tahan anak muda
9950,taik asu cok rai plagiat asu
9951,taikk
9952,taiyou ni hoero judul lagu ericko lim sering setel video wkwkwkwkwkwkwkwk
9957,tambah cancerrr malah
9958,tampol bang erik benci kamu yg muka dajjal
9961,tanda akhir zaman ni org
9962,tanda kiamat eric jadi kontenkreator manfaat
9964,kalian sadar benci yg masuk komentar
9965,boong
9966,coli lancar rick
9967,saya rasa bantu chanelkamubang yg sangat didik yg ngata ngatainkamuberarti mereka sirik mampu tuk jadi kaya luenumbuhkan dosa tidak tau agamakamuapa jelas tiap agama punya tuju idup
9968,aku tetep fanskamukok rick
9969,tarik nafas dalam hembus
9970,tarik napas
9972,tau bully orang chenel kamu liat pikir otak kamu dasar w t f bocah micin
9973,tau mana ngelike aowkwkwk w bkn benci ericko
9974,tau gitu jadi haterskamubroo biar di baca amakamuspa tau subscribe naik drastis
9976,tau kamu
9977,tau rasa dibuly makanya jg buli orang anjing
9978,taur ae karo arek bonekk anjing ngomong tokk
9979,tayo
9980,tdnya bully sekarang ngebela
9981,te best intro is back
9982,teguh suganda ngegas
9983,teh asuu
9984,teman teman hari aku ulang tahun ucapin apa gitu kamu janji mau collab sama agung hapsah nunggunungguin
9985,tembus juta akhir tahun kamu mau ngapaiin nyukk
9988,tempeekk
9991,tenang bang benci buat kamu kaya
9993,tenang bang erick tonton setiakamukonten ygkamubuat seru monotonkerenterusin bang
9999,tenang bangkamuganteng
10000,tenang bosque walaupun suatu nanti subskamupada bubar inget aku setia amakamubos peduli subskamugw aku masalahkamutocxic or what ever lah
10002,tenang banyak respect samakamurick
10006,tenang erick aku gemar setiakamurik otoll
10007,teng teng teng teng teng teng teng teng teng teng teng
10008,tepat ini baca kemarin
10009,ter cuma ngomong doang emang kamu suskreb usaha bujank kamu cuma ejek usaha kagak benci kontol
10010,tercydkkkk
10011,hibur w gara gara kontenkamuwkwke
10012,terimakasih bang udah ngehibur
10013,terimakasih ericko lim
10014,terimakasih benci kalian buat ku punya konten terimakasih deaw iblis ginii yaa todd orangg enggak lemah repstronot kamu ea
10015,terimakasih lah benci sudah nonton sampe habis sudah komentar
10016,terimakasih sekarang aku motivasi makin semangat buat positif
10018,terkentoddddwan sate
10021,nyata erickontoru habis konten
10022,nyata haterskamukebanyakan orang idiot ehe
10025,tertawa
10026,tertawa a pinkguy jan paksain pls
10027,tertawa ajg ama hatterss kamu
10029,tertawa ajg sering gitu tod
10030,tertawa ajg wkwkwkwkkwk
10031,tertawa aku bang
10032,tertawa aku bang nontonya
10034,tertawa aku ngentodd
10035,tertawa aku pas masha sulap
10036,tertawa ane kalau liat konten kamu bang
10037,tertawa anjay icko aku ken tau tipe tipe manusia aneh cipta tuhan walaupun liat salah mata aku yaaa manusia punya pilih hidup masing masuk benci kalau tuhan ciptain manusia se tipe hape pc alat kamu gunain sama speknya kalau semua sama asek kali sungai got garing idup tjoy wasalal lah
10038,tertawa anjing
10039,tertawa anjing aku tertawa banget sumpah
10041,tertawa anjing banyak bulian enak kentot
10042,tertawa anjing
10043,tertawa anjir mem k ngilu wkwk
10045,tertawa anjing
10046,tertawa asli bang stiap liat channel kamu
10048,tertawa asuu
10049,tertawa asw
10052,tertawa bang next time coba buat konten motivasi ericko golden ways bangg
10055,tertawa bangsaddddd
10056,tertawa benar ni video
10057,tertawa bet
10058,tertawa bng rikhater make you famous
10059,tertawa bngsad
10060,tertawa bngsd
10061,tertawa boss wkwk
10063,tertawa cun erickolim kasi
10064,tertawa elete channel kamu buat video lucu
10065,tertawa gan
10066,tertawa goblok
10067,tertawa gendel
10068,tertawa liat gaya kamu bicara bang
10069,tertawa mah
10070,tertawa maju teruss bangg
10071,tertawa njir nice soapkingyg w skip asu
10072,tertawa gwe bang
10073,tertawa benci wkkw
10076,tertawa liat video loooo
10077,tertawa mulu aku kali liat video yg benci pd bocah kentot smua
10078,tertawa nggax tahan aku hahahahahaah
10079,tertawa njing
10080,tertawa njing haha
10081,tertawa njink
10082,tertawa njirr
10083,tertawa njirrr
10084,tertawa nntnnyaa semangat terus bang
10085,tertawa nonton erick ten kamu yg pas k an subscribe seru macem konrenya pink guy reaction awkarin
10087,tertawa nontonya wkwkwk hibur
10089,tertawa online
10091,tertawa qw njir
10093,tertawa sial emang berfaefah cuma buat org tertawa sia channel didik
10095,tertawa so hard pepek ampe ngilu hahahahaha
