likeCount,Comments,Author
,,
0.0,uanglu gak berkah,Irfan Gaming
0.0,ngakak intronya anjirrs,Angga Pradyta
0.0,gw tampan,Bocah Gabud
0.0,bikin lagi lah ngakak,Michael Harun
0.0,vidio abang semuanya lucu lucu kok bang bikin ketawa terus,Agus Syaefudin
0.0,intro lejen,Fajar 1170
0.0,bang eriko lim lo bego cuman banyak subscribe nye salud sama lo bang,Hapiz HakiL1928
0.0,gw ganteng,Bocah Gabud
0.0,keradd,Pendy_ SFL
0.0,gak main pb lg lu bang,Mas Mico
0.0,najis gw sama lu anjing,Blazt Gaming
0.0,memek,abdul basir
0.0,ericko lim just uploaded a vidio ,
,,
,,
,,
,,
,,
0.0,ko jadi begini yah erik,Reff HARD
0.0,heters jampes,
,,
,,
0.0,kontoll plis,agung cahyo23
1.0,editan lu slalu anjay yang ngakak pas muka si daylen mirip warpath anjing,Rizki Julio Syaputra
0.0,kalo mama lu yg suruh subcribe sama share pasti tambah bnyak yg sbcrib ric,Kuat Kuwat
0.0,ganteng lu bang wkw,Budi Tri w
0.0,hahahajaja tingkatakn bro hhhaaaaa,hendra spt
0.0,sedikit kasihan gue sama bocah sd sekarang udh tau ngentod kontol memek dkk sambil nonton lu rik,
,,
0.0,wooooooooooooooooooooooooooow ini yang gua suka jir pikir dong pake otak jangan bacot aja,Jermy Andy
0.0,memek,Drugs TV
0.0,rama balola tunggu ytr keluar paling,dark sound
0.0,woy ericko lim bangsat lu kapan botak nya anjing,Muhammad Naufal
14.0,kalo lo dijelekin berarti lo lebih bagus,
,,
,,
,,
,,
,,
0.0,bocah goblok taux cuman komentarin org emangx di sempurna ,
,,
0.0,kebal bait ea,WISNU ARDIANSYAH
2.0,gw sukak gayaa luhman komentarin org emangx di sempurna ,
,,
0.0,woy erikontol lim lu mending keluar dari indo atau kami iklaslah lo di klaim malaysia sana hha,KAYBO Gaming
0.0,cuma channel ini klo nonton perlu make headset wkwkwk,Aria Nata
0.0,rik cobe denger lagu thailand wik wik wik,Ardi Ultra
0.0,siapa yg kangen sama opening video nya,Si Ocong
0.0,jt isep pentil gazi rick wkwkwk,The Dings
0.0,ngakak bang  gazi rick wkwkwk,PRAPATA GANDA
1.0,nah gini dong ngautis lagi,fandy firdaus
0.0,adsense ny bnyak nih haha,Foo Menk
0.0,hhhmmmmmfffffttt ,
,,
0.0,makan kabel listrikk kek bang lu teh biar gregett liatnya ,
,,
1.0,stay,Jtsu ar
1.0,malam banget anjing,Hengki Tornando
0.0,hahahahahahaha kontolllll,Gaje Peju
0.0,akal sehat awak udah hilang kahh,Sefa NOOB
0.0,banyakan mana haters si pudak niku project sama channel lu,Rasya Fairus
11.0,haters membesarkanmu cok,Naufal Syarief
1.0,bagus nih si jembut gua apresiasi lu bang ni buat lu pada yg ngehina erik kan erick ngumpulin subs goblok v ngumpulin lama bertahun tau trus lu bilang beli coba lu kumpulin subs lu semua wkwkwkwk erickontol,video.vidgram
1.0,buat distrack rik biar diem tuh hatters,Ganu Naufal
1.0,intro nya buat gw tambah semangat,Legends Gaming
0.0,yah bang lu berarti ngeyt cuman cari duit dengan cara cari musuh,marcel anggara
0.0,bikin lagi bang seru bgtan cari duit dengan cara cari musuh,NUR ALONG
0.0,kok iklan lu tik tok anjing,Fiqri Dirhansyah
0.0,bapk kao coli pake film azabb,Alpha Taiger
0.0,jangan dengerin kata haters bang tetap dipendirian luh aja semangat bangan erick ngumpulin subs goblok v ngumpulin lama bertahun tau trus lu bilang beli coba lu kumpulin subs lu semua wkwkwkwk erickontol,Dwiky Ramadana
0.0,shit ngakak sumpah wkwkwkw,Muhammad Alfi
0.0,rik bikin tutorial jadi heaters,Yudi Stevana
0.0,dulu terahir gue liat subs nya cmn rb sekarang udh sejuta v good job bang bangke,Maydha TriFGD
1.0,klo gw bole bilang ,
,,
,,
0.0,mau gimana juga tetep aja yg like bnyk kontol berisik lu pada,aing maung
0.0,tolong dong eriko klo buat konten apapun terserah tapi bahasanya jangan terlalu jorok contohnya nyebut kelamin soalnya banyak anak kecil yang nonton namanya anak kecil sd dibilangin susah,Niman Official
0.0,mentang mentang bego gratis di borong smua kan gw gk kebagian begonya,REVENANT
0.0,intronya tumben bang,Toxic Man
0.0,ouh jadi bikin channel yt harus bikin konten ipa pkn ips biologi ya njink dimana mana lu cuma haru ikutin mood yg bikin itu ga bisa lo paksa kontol,syerina mantouw
0.0,erico lim njirr kontol sampah indonesia,Qnizam asmanta
1.0,bang lo orang palembang ya,4team youtube
1.0,konten mue ga da faedah anjingk,BANG Diw
103.0,yakk yang kangen intro jess no limit versi ericko lim jam mana ,
,,
0.0,ada yang ngiri viewer yotobe nya turun,Luki Kurniawan
0.0,intro legend,Hagiik
0.0,woy lu haters kalo kgk suka vedeo erikolim kagakkk usah nonton begoooo si erikolim mah suka bikin konten yg kyk gitu goblok lu haters,Zazumi yoz
1.0,bang buat video main lol lagi dong,Bang VillaPong
0.0,rick bikin shit content lagi dunk kek dulu bosen cuma main game doang terus collab sana sini kalo bisa kek dulu,Jelly purs
0.0,mantao,Damar Wijaya
0.0,kalo ga suka ga ush nonton anjing,Skuut EZ
0.0,haters tdk mempan untuk soapking,Arif Cahyo
0.0,meeeeepppets bau memek oapking,jefri TV
0.0,kiamat besok,Kaka Santuy
0.0,ga gua skip iklannya biar makin kaya trus haters pada kepanasan hehe,hernanda bambang s
3.0,coba kecepatan x wagelaseh brooo,
,,
1.0,yang punya kontol like,Ardi setiawan
0.0,menghina ericolim percuma gak guna yang ada buat dosa aja wkwkwk,Beny Prasetya
0.0,aku akan terus berdoa agar pertikaian ini ada sesi baku hantamnya dan saling lempar benda tajam menyenangkan sekali bukan,Aris Barockah
0.0,kata kata nya savage semua rtikaian ini ada sesi baku hantamnya dan saling lempar benda tajam menyenangkan sekali bukan,Fikri Dzaki
0.0,wkwkk ngakak nice rik gw gk skip iklan yg sama like,Versi Red
0.0,rik pink guy mana bgsd lo sembunyiin dimana,Risenda Teguh
0.0,bener tuh heters bisa menghasilkan uang wkwk,Yahya Gabelboys
0.0,rapstronot semua tu pasti banci banci semua,PIGARO
0.0,rik coba deh bikin satu video yang dimana kamu berekspresi kayak video biasanya terus satunya kamu bersikap baik gitu hehehe sukses buat youtube rewaindnya,Pinky Zakiyya
0.0,gw selalu dukung lu bang ttp berkarya karna dari toxic lu bisa membuat secerca senyuman di saat melepas lelah,Upix Wayfinder
0.0,iklan menit kaga gw skip njeng demi nutup ytrid lu anti skip club biar lu kaga miskin,Wahyu Hery Santoso
9.0,intro lama come back ,
,,
,,
,,
,,
,,
,,
0.0,taik asu cok raimu plagiat asu,Sandi Setiawan
1.0,kebal anjing gak mempan,Bibil Proz_
0.0,woi kontol video lu gw potong buat intro video yt gw v,SKILsadist killer team
0.0,smua pertanyaan haters lu kaga berbobot dia benci tapi dia nontn anjing tetap konsisten erikontol,Agung Gumelar
0.0,wik wik wik,134 Boys
0.0,biasalah yang haters mah bukan benci erickolim tapi dia iri gak bisa bikin konten kali kaya dia,SonGaming 46
0.0,bang gua heters lu bang tapi gua like video video lu gua baik kan,Rizki Albukhori
1.0,buat konten hidup diatur netizen coba,faisal rama
0.0,yoi bajunya dwp v,DETA OIOI
0.0,tarik nafas panjang bau memek,hernanda bambang s
0.0,ngukuk v,Saiba Joichiro
0.0,bau memes,Aghlab Mahran
0.0,bg give away dong bg,Rofi Afif
0.0,the realsoapking,Mohdfariz Sauhaqqy
0.0,eh goblok mana pacarmu itu sma dia lah buat vidnya biar ada bahan gw tolol,Rozi Fakhrurrozi
0.0,i m soapers,Cypro Gaming
0.0,halooo sayaa coment guysssss,Fahri Gaming
0.0,nice kontol v, 
0.0,gua bangga bang walaupun lu ngurusin youtube rewind tapi tetep upload vidio,
,,
0.0,yesss erikolim comeback,Disky San
4.0,banyak hater auto kaya hmmm illuminati,Loli Rajin
0.0,balik diss si domsdee babi dekil,hsndsh insomniac
0.0,haters pengen bikin kaya lagi,Sergie Aprillius Parmana
0.0,hadirr,Fammy ISP
0.0,iklannya brave exvius  lagi,SMOKING EVERYWHERE
0.0,bang main pubg mobile lagi,ariqa fatina
0.0,part dongg mobile lagi,fizh syawal
0.0,tetap berkarya ric jangan delead channel gua dukung lo,karnia nihaa
0.0,ericko no limit pros intro the best,Si Otong
0.0,subscribe ericko lim dari zaman masih kerja di garena,
,,
,,
0.0,udah selow aja lim yg salah juga mereka udah tau unfaedah kenapa di tonton anjink trus disuruh buat chanel yg bermanfaat dan mendidik ya lu tinggal cari aja chanel tentang pelajaran itu kan baru mendidik napa cari chanel disini tolol ibarat kalian tuh nyari tutorial masak tapi buka chanelnya jes no limit kan bego ajg sebego begonya erickontol lebih bego kalian udah tau gak mendidik di tonton,Andhika Winardi
0.0,bang cover lagu wik wik wik wik wik ah ah ah ah ah ay saaahh dengan cewek bang ditunggu video nya,Afif Nugraha
1.0,up,Arkan 11
0.0,yakin gua emak bapak lu nyesal punya anak tolol kayak lu kalau ndak suka jangan ditonton simpel anjing,Agus Indrianto
0.0,haram tapi lu tonton goblok lu ya,Rhnsptra
0.0,kan udah q bilangk anjingk haram nontonya,BANG Diw
0.0,bang diw gak usah nonton goblok,risky arival
0.0,haram q nonton kontenya anjingk,BANG Diw
0.0,kz,LuckyGaming
1.0,oh iya bang akmj ada video terbaru lo v,Deden Gaming!!
0.0,elu lagi jing kaga bosen bikin jam,Satria Skak
0.0,tocil,Ace Kizuna
1.0,yak elah bang akmj malah promosi v,Deden Gaming!!
0.0,jangan degeri para haters kontol bansat tu emang,karnia nihaa
0.0,kenapa memek bisa ngilu ngakak anjing,L I U I E S
0.0,gua soapers sejati,King Brezt
0.0,mantap bang,Ivan Sky
0.0,bau memek,Waras Welah
0.0,qorygore was here,tu bagus tru
0.0,banyak haters banyak uang ak anjing,PRO SLAYER
1.0,mantap tetep gw dukung lo rik semangat dong bikin video nya jangan kya dibukan lalu lo jarang bgt bikin video,Emak Bona
0.0,hhhhh sabar aja dang ericko lim,Arip Budiman
0.0,aku pengen komen hate biar dibacain dijadiin part sama erik,
,,
,,
0.0,ashu iklan keluar,Mass MalLe
0.0,te best intro is back,M.Rifqi Alfito
7.0,kangen sama intro yang di video ini ,
,,
0.0,laafyuuuuu,garis ubin vapor
0.0,bacot lu rik,Adam Permana
0.0,ngomong ke ciri bgt ada nada nya,Yudi Mahendray
0.0,no adsense no life gud mamang maju trs kntd,Erost Kuang
0.0,makin cinta gua sama lu kontol bang,garis ubin vapor
0.0,rick kalo anak lo liat video bapaknya gmna ya,Firman Triq
0.0,kampret lah njir,Jitan Suroso
156.0,erick tau caranya bikin haters tambah panas kebakaran jenggot ,
,,
,,
0.0,mantap kali nya bikin haters tambah panas kebakaran jenggot ,
,,
,,
0.0,mau gimana juga lu yg penting lu ngehibur gua kontollll,Iman Firmansyah
6.0,ericolim paling serius di youtube rewind,PASA PALAR
0.0,konten jiji emng tapi liat sisi lainnya juga ada menghiburnya juga kalian juga ketawa liat kelakuan yang konyol wkwkk goodluck bang eri coli eh semoga lancar yt riwend nya  ,
,,
,,
0.0,gue ga peduli haters tapi kok bkin lagu,
,,
,,
0.0,boca kontol dari astrounot tampa rocket tu paling yg haters,GeeL Arzx
0.0,jawabnya kek motivator nih ,
,,
0.0,do human cake plizzzz,Kzfay 02
0.0,intronya gg dong,Au Apaan
0.0,haters kok kontol,Yusup Akbar ugh69
0.0,rik lo bisa hamil z,Rehan Pagi
0.0,hhhh mamfos ente,Kk momo Momo alpenlibe
0.0,ngkak,WILLY Hamsen
0.0,kehabisan konten si anjenkkk,ReN Aldi
0.0,iya nih lebay orang gw vidio lu yang jijik aja ngga gw tonton v yang ginian baru nonton btw ditunggu skandalnya sama ody,kwkw
0.0,lanjutin karya bodoh lo kontol,Aditio Adis
0.0,lanjutin karya bodoh lo kontol,Aditio Adis
0.0,i love you erick ummmmmmaaaaa g jijik aja ngga gw tonton v yang ginian baru nonton btw ditunggu skandalnya sama ody,RemedianZ 512
0.0,hahaha gua mah bahagia jaa ama chanel ini gokil ajg sih erik,Ompong Official
0.0,haters erick pada goblok semua ya,Animers Gaming
0.0,gua sebagai soapers bnr bnr ngefans abis sama ni org walopun slengean kan kek kontol tpi yaa dibalik itu gua liat kepribadian yg baik sih ntap maju terus kontoru v,Ferdinand Octavianus
0.0,ajakin ai tompel rik kan bacot nya warbyasah,Dani Setiawan
0.0,ahh ku suka intro nya,Riz Ky
0.0,anjir gua ngakak bgt,Spongebob Squarepants
0.0,jir gua ngakak bgt,Qnizam asmanta
0.0,gwstujusadmomentnya,Dul Waris
0.0,gak usah di pikir bacotan org lanjutin aja disini soapers dukung loe erickolim,Oky Pratama
1.0,semangat bang,
,,
,,
,,
0.0,jeprut,aing maung
1.0,i dont give fuck fucking bitch ngakak sumpah anjeng lu tol erikontol ahhahahahah good good lanjutkan anjeng ahahhaha,Mr Pack
0.0,wkwkw anjai ,
,,
0.0,boong erick jangan dengerin haters sebernernya lu kontol ajgggg fucking bitch,Fahmi Ardian
0.0,rambut nya cukur udah kaya jembut keriting wkwkwk,Kontoru Kontoru
3.0,hahaha im king soapkers,AW THIEF
13.0,warning headphone user auto ke akhirat,RZMARI HD
0.0,woyy ga adil masa gw dapet iklan cuma detik,Nurhadi Aldo
0.0,apa cuma gue yg gak pernah skip,ikan goreng
0.0,hipokrit lo coba ngatain lo jadinya cringe lo gak berhasil lo cuma maluin,Alief Rifky
0.0,intro bru,B1G PAPA
0.0,don t give upa ngatain lo jadinya cringe lo gak berhasil lo cuma maluin,Zehan Apaanajja
0.0,yaa,OcanAeDah
0.0,tanda kiamat ketika eric menjadi kontenkreator bermanfaat,Muhammad Topan
0.0,collabs sama babang gore sabi nih wkwkwk,Ocim Blue
0.0,upload pb lagi bang anti toxic,Naufal Anwar
0.0,jangan lihat orang dari videonya saja nih lihat ericko lim beramal sholeh,madrafiq
0.0,fressshhhhh kntl,adity adid
1.0,panutanq lu doang org di youtube gk minafik bos respect moga tahun ini juta subs kapan meet n greet lgi bos kgn nih soapers,Syechan Attariq46
0.0,intronyaa ngakak hahah,RAMA AGUNG WIJAYA -
1.0,sampah masyarakat yg punya subscriber bnyak krena ngedisk arap dan dia bngga dan seneng ktnya buat konten berfaedah,
,,
,,
,,
,,
,,
,,
17.0,jangan di masukin hati kata kata haters tod ,
,,
,,
0.0,fight i masukin hati kata kata haters tod ,
,,
,,
0.0,akhirnya pke intro itu lagi,IgustiBagus D
0.0,btw rando kemana yak,Cesar Singgih Gemakumara
0.0,ericko lim tai sekarang mendingan dulu gw rindu pas subscribernya masih kan,fazri muhammad
0.0,mantap limmmm gua dukung lo slamanw rindu pas subscribernya masih kan,Au Apaan
0.0,aaaaaaaaaaa part nya yoyo mamennn,RiName
0.0,aaaaaa part nya yoyo mamennn,hidehisakoichi tv
0.0,intro legend v,Ara Gaming
0.0,banyak haters jadi kaya kontol,Huda Huda
0.0,semangat aja ka ericolim,Rafael Muhamad
0.0,gpp rick haters banyak gw support lu soapking,Muhammad Fajar
0.0,anda orang jawa mari belajar dan melestarikan budaya jawa,
,,
0.0,see you too motherfucker,Stress Boy
15.0,rik suruh kimi hime pap te e,Zakky
0.0,soapers nomber lanjut teruss brooo bodo amat sama mreka,Bryan Tuelah
0.0,rick kapan colab bareng qory gore ty,Mara Natha
0.0,bang eriko baik kok kalo gk di depan kamera  lanjutin bang banyak haters banyak uang  belom tentu yang ngebacot bisa sukses kaya lo bang ktasi tolong lahhh lim gw tau video lu mendidik parah bangsata ,
,,
0.0,anjing jess pros lim kuontol susu manis,
,,
,,
,,
,,
,,
,,
,,
0.0,bang gua suka sama gaya luh sama konten luh bikin gua ngakak klo nntn video lu cribe di youtube noob queen,
,,
,,
,,
,,
,,
0.0,ngentot yok lah,Taufik 27
0.0,hiburan di menit,Auzan Touviandi
0.0,hay bang ericko lim youtuber terbaik didunia uploud lagi dong tutorial buat makanan v,Just For Fun :v
0.0,kita bersama mu erik hhahahah,Heru Prastio
1.0,apa cuma gw yang nntn bareng emak v,Rizky Tahta
0.0,ngakak ajg,Riyadhi Oka
0.0,gud ea,aliftio GO
0.0,rick bikin konten pb dong ama gw gw soapers sejati nih bgsd,
,,
0.0,hahahhahah haters kontoll,Bolu gaming
0.0,sabar aja rick ,
,,
,,
,,
,,
,,
0.0,pantad lu tebel wokwokwowk makanya kaga triggered,VINCENT MANUSIA
0.0,zhar borneo muka lu kok kyknya ada dimana mana ya tol gak di ig gak di yt ada lu trs tiap video yg gw tonton lu gada kerjaan ya,ade. junior.7
0.0,y,secret admirer
0.0,manusia sampah hidup kek parasit dimna mana ada ,
,,
,,
0.0,diliat dari muka dan komen lu kayaknya lu ini penjaga warnet ya yg online terus,bossi holden
0.0,bangsat wkwkw ada terus nih manusia,Iqbal Raffli
0.0,juga,Kampreto Sompreto
0.0,eriko lim yg terbaik,Markos _xD
0.0,yoiii se toxic apapun seseorang pasti dia memiliki sisi positif,riario oo
2.0,mantap mendukung tapi dengan gaya toxic lanjutkan karya mu nakg online terus,R HC
0.0,up,Arkan 11
0.0,up,Boosted Gear
1.0,zakky teteh nya aja kendor gtu doyan lu,nonton anime
0.0,ashaduallahila haillah waashaduana muhammadrasullah,
,,
,,
0.0,memek ngilu aowkwowkow,Shiro Namikaze
0.0,ganti intro terosss,mario isco
0.0,bang gebetan gw pacaran ama temen gw gimana ni,daffa putra
0.0,erpan,DHIK DIK
0.0,reaction lagu uiw uiw uiw uiw dong bang,lucky gaming
0.0,gue gak skip iklanya rik iw dong bang,Diefor Something
0.0,keluarin yang katain lo bang gw bunuh atu atu,Vinics 37
0.0,anjinkk menit di akhir nhentot lah semangat buat kamu aku suka dengan pribadi kamu tetep semangat buat hidup,AL Wafie
0.0,bang jt subscriber grebek rumah johnny sins biar rame gitu sensasinya,Yusup Solehudin
0.0,semangat terus bang erick biarin banyak haters juga wajar,Zhots 2002
0.0,wkwkwk sumpah org org tolol haters ini pada ngasih hate comment pake fake account hadeh v gliran dah diciduk ampun ampun kocak netizen indo komen gapake otak v,Ferdinand Octavianus
4.0,anjay intro legend,PRIXLY GT
1.0,heternya subnya arap ,
,,
,,
0.0,nice mamank,Muggi Ana
0.0,erico lim beli subscribe di gw ,
,,
,,
0.0,mantap,
,,
,,
,,
0.0,gua subscribe lo karena konten bikin ngakak anjing,INSPIRASI KATA
0.0,yes bisa dugem gratis di,Tirta Arya Ramadhan
0.0,kata bkin lu sakit hati,
,,
,,
,,
0.0,bang kok lu kerad amat yak ,
,,
1.0,intro jess no lomot edisi anti skip skip iklan,Khojim Gaming
0.0,nah gua demen nih come back toxic people,Sbc Trix
0.0,respect,DadoxsPro Channel
0.0,mereka bangsat emang bang sebenarnya lo itu baik,Alvin Venn
0.0,is the best bang,agaputra is the best
0.0,mental baja,
,,
0.0,gteng tpi tato nya kurang,Bgus Iswamnto
0.0,yang penting lu berkarya bang i am soapersik,Dwi Alfigo
21.0,rick syuting youtube rewind lancar kg mudah mudahan lancar ya,Kumpulan Vidio-Vidio Lucu Instagram
0.0,intro legends v,waw bar bar
0.0,wwkkwwkk editanya keren bang,soap king69
0.0,subs gua nanti gua subs back,Twister HD
1.0,rindu intro dora,Agnessa Viela
0.0,kita rela melakukan hal bodoh demi orang lain tertawa,Febrigo Irsya
0.0,soapers,Zaki Alzikri
0.0,buat yg bilang konten erickontol ga bermutu main kalian kurang jauh anjiiiink nih sesekali mampir kemari biar kalian tau arti gak berfaedah yang sesungguhnya,Persepsi Liarku
0.0,ok google judul lagu,
,,
,,
,,
,,
0.0,hiya hiya hiyaa,yosep 1888
1.0,bang colab ama nyokap lu ,
,,
1.0,tetep semangat ngonten bang,The Kingsaa
0.0,gua tunggu part ke woy erickontol senang gua konten begini,Rahmat Wahyu
0.0,ganteng jidat lu anjing nama nggak guana nama kok erickontolim goblok conge an primitif anjing najis nonton vidio lu,frey gaming
3.0,yeeeyy orang cancer upload lagi guana nama kok erickontolim goblok conge an primitif anjing najis nonton vidio lu,Hasan jaki
0.0,bgst komen gua gaada,el nr
0.0,haterss anjingg ericko lim gokil semangat bang berkarya family friendly,Firman JS
0.0,fuck that haters,Muamar Rifky
0.0,bang please intro yang kadang hidup itu tidak adil bang sumpah dah lucu banget gw suka,Yusuf Ismail
0.0,gua tetep suport elu bang wkwkwk hidup sopers,Aldi Pratama01
0.0,gw nangid,Riki Nugraha
0.0,soapers like,Gilang Jrx
1.0,ericko lim memang idaman wanita,Deva Indah Saputri
0.0,slow rick nanti gua bakal jd youtuberkyj lu,Kevin er
0.0,sumber uang fans yg tertunda pinter juga lo kntl,Yudha Arya19
0.0,kesimpulannya knp heters yg gk suka erikolim kalo ketemu si erik minta poto,Muhammad Nauvaldi
0.0,bang kalo boleh tau cita cita lu itu apa yak,Yusuf hidayat
0.0,ditunggu ytr nyaaaaaa,Naufal Fahmi
0.0,rekt,Dimas Ramadhan
0.0,njir gak di bacain komen gw asu taku y a ea,MEME toxcit
0.0,gw suka ericolim,Rafael Muhamad
0.0,apa cmn saya yg anti skip club,W- -Kun
0.0,gw yg punya channel lu yg banyak maunya v,ItsMeRaps GT
0.0,semangat terus soapkingbanyak maunya v,Bolu gaming
158.0,eh lu mabuk ya wowkwkwk suara lu berubah,Dipqi Ghozali
0.0,ka eric semangat aja ya kontol,Rafael Muhamad
