likeCount,Comments,Author
0.0,semua di sekolah gue ngatain gue toxic gara keseringan nonton channel elu wkwkwkwk,NAYAZI
0.0,jangan ngaruh ama hujatan haters koh erik lu ga perlu d bully jg udah dongo sendiri kok ga ad lagi yutuber tolol kaya lu lg d dunia peryutuban ini tetaplah mjd yutuber paling anjin gw dukung lu koh,Tomy Martin
12.0,rick muka lo kaya kontol udah gitu aja,
,,
0.0,hahahah netijen netijen,HDAAJ. Prank
0.0,bang keep it up orang cuma bisa ngeliat dri sisi buruk doang tpi sebner nya mereka gk tau kebaikan lo ,
,,
0.0,bang saran ajh itu semua pada nge hina luh doang gk ush di denger kontol wk pada nge hina doang tapi muka nya munafik kan kebanyakan gituh,Firgi Awan
0.0,mem k ngilu anjing weh bang ngakak kontol wk,Firgi Awan
0.0,sengat bang erick w tau walau mulut lo n klakuan lo kaya kontol tapi hati lo baik bet ,
,,
0.0,bg erik bikin vidio mantap jiwa part dong bg,Rihaz akbar
40.0,ga usah di peduliin haters rick kontol buat konten bokep napa anjing,Fairlangga Gituh
0.0,fuck youu yg bulllt rick,Muh.alzaky07 zaky07
0.0,maha benar netijen ,
,,
0.0,ikeh ikeh khimochie ngan segala bacotannya v,Fan Shinoda
0.0,haters ma gitu bang eric maklumin aj padahal mereka sendiri aj belum sempurna buat para haterss jgn suka ngebully org sembarangan kalau diri lu aj masih gk terurus kalau terurus plngn org tua yg ngurusin ,
,,
,,
0.0,ters ma gitu bang eric maklumin aj padahal mereka sendiri aj belum sempurna buat para haterss jgn suka ngebully org sembarangan kalau diri lu aj masih gk terurus kalau terurus plngn org tua yg ngurusin ,
,,
,,
1.0,bang kenapa sih lo ngehibur orang dan orangnya happy tapi lo kayak gitu di youtube malah jelek,Jonathan offical
0.0,nonton pake headset volume pol in lebih greget ea,Fahmooy !
0.0,sabar ya bang,orang Yunita
0.0,gua punya kontol,Aprilian Pratama
0.0,bang bikin konten game lg dong saran doang si,Ferdinand Lunardy
1.0,lu bilang suruh sopan lu aja ngomong nya ga sopan punya otak ga sih,Afkar Farabi
0.0,v,Octaav viaaa
0.0,ngentoooood,fadhlur rahman
0.0,yang ngabcotin erick emang lo semua bisa seperti dia lu masih minta duit sama orng tua pada bacot sukses terus lim abaikan heters terus aja berkarya semoga youtube rewind sukses bro,al Kamil
0.0,lucu wkkwkw muter bhasanya pintar,Calory Calory
0.0,slow bang msih ada soaper yg slalu bela loerti dia lu masih minta duit sama orng tua pada bacot sukses terus lim abaikan heters terus aja berkarya semoga youtube rewind sukses bro,Syahrudin N
0.0,yang sabar bang ericko,Aldo Nazta
0.0,hahahah hetersnya erick anak haram hahahah,LIMIT FNY
0.0,mantap coegnya erick anak haram hahahah,Yuli fitri fitri Dutasenasena
0.0,ganteng si emang mnrt gw hahahaha,Nanda Queena
0.0,gw suka gayalo babyk awto subscribe,dilga dafly
0.0,muka cem kontol,Yoga Prahmana
0.0,haters bacot suruh tutup akun channel lu ,
,,
,,
0.0,supaya terkenal kali ya,lhow to hack money and diamond
0.0,eric ganteng v,LAGI VIRAL
0.0,sebenernya gua gk suka sama lu rik tapi semenjak saya pantau ketololan dan kegoblokan lu gua jdi suka yaa bangsad i like kegoblokn yg unfaedaah muehehe v,Rosit AR
0.0,hater gonna hate bro,Ses asli enak
0.0,lu kaya juga dari hater ,
,,
,,
0.0,ngomong nya merusak bangsa koq bnyak sub yah heran jg saya,UJANG OPI
0.0,saran gua ya bang jari memegangi api itu panas bang pasti gk tahan menahannya menit apalagi api neraka menahani hari panas sekali kan tobat wooy tobat sebelum nafas masih ada,Alfatih Syahbana
0.0,haters fans yang tertunda,
,,
,,
0.0,sabar bang,Angga Ananda
10.0,gila lu rik,
,,
,,
3.0,semangat bangoapers,Bang Jim Belitong
0.0,woi ajing lu ngntot sama anjink sana lu gk usah ngenantang fens erickolim,alfa gaming
0.0,lu ajah unsub anjengg gblok gw suka sama org ini saya hatter eriko lim sampe mati lanjutkan ericko lim semoga sukses,Zaki Ganteng
0.0,awas ntar jadi musryik,Galih Pramoda
0.0,toooooloooool,Chill Dust
0.0,yaelah,LIANG BRO2
0.0,up up v,but zard
0.0,kalok gk suka gk usah di toton,alfa gaming
0.0,channel gak berfaedah anjink makanya gua like dan subscribe channel lu k ntol,the Wizteria
0.0,m subs berani gak masukin bo cabe ke kontol lu v wkwokw,Asede Kuntul69
1.0,fuck you haters v,kocak Gaming
0.0,mkan tuh anjing bangsat eric kontollllllllll wkwkwkwkwkwkwkwkwkwkwkwkwkw,Razer Yulistian1929
32.0,buat para haters ,
,,
,,
0.0,bang coba bikin chanell elo tanpa toxic,bocil tv bocah berkreasi
0.0,ngakak njirr,ReGaNNX
0.0,luh gg bang di buly tapi luh konyol ajggg,Ludfi Panuntun
0.0,semangat bang terus berkarya biarin ajja tuh anjing berkoar lo tetep berkarya semangat bang,Yogi Pratama
0.0,banyak bacot lu erikontol idup cumn bikin sempit bumi doang anjing,Echa 2582
0.0,nyimak,Aditya Pratama
0.0,wkwkwkw ngakak sama bocah ada yang jual agama lagi,renaldi fj
1.0,haters kontol,erpan1140 fans
0.0,gw bocah bang,Ahmad Haikal
1.0,netizen kontol,Muhamad Arthur
0.0,eh haters kontol nonton sampai habis vidionya sebelum bacot di coment bangsat gini gini dia waras njir,Andhika Jusuf
1.0,gua orng indo jadi gua cuma liat judul doang v,
,,
0.0,banyak bacot luh goblok,Bagus Chenell
0.0,rik luh sebenar nya youtuber paling goblok sedunia,Bagus Chenell
0.0,yg like mendukung erikontol,Cinto Iam
0.0,masih banyak orang yg terhibur sama konten yt lu bang,Muhammad Ridho
0.0,lol,Bintang Mokoginta
0.0,komen pertama kocak parahr sama konten yt lu bang,iia Adel
0.0,semangat terus bang jangan putus asa,spongeboob gaming
0.0,haters kok jahat ,
,,
,,
0.0,no toxic no erick wkkke,Elang Pratama
11.0,gue lumayan suka sama bang ericko karna dia seagama sama gue dan sebenernya bang ericko itu orang baik cuma penampilan di layar aja kayak gitu,Dark.Noire
1.0,heters kok kontol ,
,,
,,
,,
,,
0.0,ters kok kontol ,
,,
,,
,,
,,
0.0,ngakak gua ngentot babi lu bang ampe naber gua tawa mlu idik kok dikira maksa ,
,,
1.0,bener tu kata hatters,FUGUH GAMING
0.0,gua malah terhibur sama bang erickkk,zl GOH
0.0,hahahhaa anjinkkk ngakak bangzatttaber gua tawa mlu idik kok dikira maksa ,
,,
0.0,pap tt kak kimmy,Haikal Gaming
0.0,halah itu haters lo pansos tuh komennya muncul di channel lo paling dah nyinyir seneng dsr bicaranya sok bener ngomongnya pake anji g kont,Firstcho Bagus Malviano
0.0,gue heters lu emang knp kymakkk,azunyan chenel
0.0,bang hapus dong chanel lu bang,Habibi 44
0.0,gak suka ya gak suka kaleee jangan ngebully karya orang woyy setidaknya eric udah berusaha nghibur lo pada hatters tolol,Booyah No BarBar
0.0,wajar ada hates tanda nya lu terkenal,Aku Bapakmu
0.0,hater emang musuh pertama dibumi ericko lim anda jgn membela diri bhwa hater adalah fans sejati hater is fcking hate u dude tahukan anda iblis ituu hater pertama didunia ini,Solo Or Team
0.0,keep calm,
,,
,,
0.0,oh shittt motherfucker kontolimmgan,dian tara
0.0,buat haters ericko kontol lu pada,Muhammad Juan
1.0,untung gua lahir gak jamannya mecin kaya lu kelakuan lu kaya bnr org diotisme omongan lu rasis ini sosial media banyak org yang nonton goblok di pelihara,Ardi Kechaw
0.0,ajg gua harus koment apa aswww,Arbi 27
0.0,bgsd kau ferguso menit swww,Muhammad Rozan
17.0,tobat lah  kelakuan mu itu udah keluar batas ingat yang nonton bukan hanya orang dewasa anak kecil pun nonto mending ente hapus vidio berbahaya ituhara,Rhmn xlZ
0.0,kalo mggak suka gak usahnonton anjingggg,Eko Buwono
0.0,semangat bang sy soapers ton anjingggg,Faiq Bagus
0.0,ngakak gua bang nonton nyaon anjingggg,Muhamad Alwi
0.0,greget njir,dawi king
0.0,terhibur kimak sma lu rik trus maju dah sukses bwt lu erickohimehime v,Ada Aja
0.0,respect for you semangat terus bang,theblack devils
0.0,wkwkwkwk ,
,,
,,
,,
0.0,sabar aja kalo begitu ludiemin aja ntar mekeka jaga malesnkaga ditanggepin komenya kalo ditanggepin ntar malah lanjutbtrus maap ga sub lu soal takut ketauan otu gw nonton begininsoal kalonsub keluar notivikasi lu buat vidio apa hheheh,Then Kim Lan
0.0,lol,Fire Oye
0.0,jgn hiraukan sama haters itu ajg,shigeo tokuda
0.0,jgn hiraukan sama haters itu ajg,shigeo tokuda
0.0,hahaha tidak ada larangan membuat konten yang tolol,Zaqi Avisena
0.0,erick kontol anjing gak usah kamu bikin vidio anjiiiiiiing,rafli nabila
0.0,bg go aheadanjing gak usah kamu bikin vidio anjiiiiiiing,faceQ Channel
0.0,gue bukan haters gue cuma gk suka konten toxic ginian,rohan the master
0.0,ngakak bgsters gue cuma gk suka konten toxic ginian,Tio shapa Dharmoko
0.0,slow ajh bang gw bantu elu wkwk gw bkn heter gw orng baik wkwk,Betran Valentino
0.0,klo tujuan lo buat ekspresikan fantasi subs lo buatin vidio incest ditunggu,nanda a
0.0,eric kontollllll,UJANG Faizal
0.0,well you re always entertaining so far although there s a lot of cancer things you ve been doing but u do really have a content for me erick just keep bitching up,Adil Utomo
0.0,kontoooool,Bayu Wanandasyahti
1.0,fuck the haters you still shine rick,Eternite G
0.0,seberapa banyak anak dibawah umur untuk menonton video ini,Mr. Sasuke Uchiha
0.0,soap king on the real mvp,muhammad saddam
0.0,kembangkan tot gw dukung,
,,
0.0,erickolim panutanqu,Hosea Madao06
0.0,gua dukung lu lim,aep saepulloh
0.0,aku bela ericko lim mantap kali,L .S
0.0,nomor wa buat tanya cara coli dgn benar,L .S
0.0,nomoer wa kak ericko,L .S
1.0,ah dasar kontol kontol kontol kontol sama lu semua ngentot ngentot ngentot sama lu semua,ericko lim gblk
0.0,erick berapa ukuran kontol lo njing,Ane Santri
0.0,w bukan haters tapi w suka nonton eriko lem karna lucu mukanya kya kontol kecepit wkwkwk,Choco Handsome
0.0,aku suka ericko karna roti jembut kratos jembutos,
,,
,,
1.0,bangsat,Si Ocong
0.0,gua penggemar lu bangti jembut kratos jembutos,
,,
,,
0.0,sabar ya bang gk usah di masukan ke hati,EXE Channel
0.0,bang kapan verified,NvL :v
0.0,santai bang lu aneh tapi seruuuuuuu,Capitates
0.0,seterah kan di youtube kan bebas kalo udah kelawatan yah dihapus dari pihak youtube sendiri lah v,Hasan Kasei
0.0,gua subs lu sblm dri m bang gua suka ama konspirasi lu,taufik HIDAYAT
0.0,mantap gw suka cara loe,Z Laliqha
0.0,arap ke,Ahmad Rizaldo
0.0,ketemuan ama gua njing,Classic Game_
0.0,gw suka gaya lu rick,neko gaming
0.0,haha haters tolol haha muka palkon,neko gaming
0.0,keren bang wkwkwk tetep dalem pendirian bang rasi lu,Muchamadri_
0.0,bikin es kepal make peju erick ngentod,Randi Erlangga
0.0,goblok,A Muli
0.0,ga jelas tai video ga mendidik mending keren,Indrawan
0.0,gua kenal lu juga dari haters bang santai ae bang salam heters,Naufal Allam
0.0,wkwkwkwkw ceramah mode on wkwkwkw bukan hate komen loh saya semangat dah ye rik moga moga banyak rezeki tambah banyak subscribers lo biar bisa nyusul channel lain ok semangat,Zetorno Gamming
0.0,sabar ini ujian,Yusuf Asu
0.0,dihh bocah anjinggg lu aja belom ada sperma sok kerad anjing gat dah ye rik moga moga banyak rezeki tambah banyak subscribers lo biar bisa nyusul channel lain ok semangat,Nakal tapi tamvann
0.0,di doktrin chanel tolol nih bocah,Helle R
1.0,ericko lim emg salah karena bikin video porno kek gitu kyk lagu ngeres dll kan gk baik sebenarnya haters ericko lim itu org yg gk ngeres cuma mereka mengeluarkan kata yg gk baik karena udh kesel sama ericko lim jadi ericko lim lah perusak generasi buah buah dan minuman normal aja udh jadi hal ngeres contoh pisang dan susu awalnya pisang dan susu hanya la cemilan normal gara gara ericko lim semuanya udh berubah dan dunia banyak org ngeres jadi haters ericko lim itu org yg kgk ngeres cuma dia ngomong kotor ke ericko lim karena sifatnya ngeres ibunya ericko lim nyesel ngelahirin ericko lim ericko lim masuk agama kristen kok gk pernah tobat dasar generasi sekarang dan lu ericko lim tobat lah sekarang sebelum terlambat ,
,,
,,
,,
0.0,raihan haidar oh sorry bg,Gusti Farhan Alfath
0.0,gusti farhan alfath duh dek bahasa jaga atuh gk ada etika agu ngeres dll kan gk baik sebenarnya haters ericko lim itu org yg gk ngeres cuma mereka mengeluarkan kata yg gk baik karena udh kesel sama ericko lim jadi ericko lim lah perusak generasi buah buah dan minuman normal aja udh jadi hal ngeres contoh pisang dan susu awalnya pisang dan susu hanya la cemilan normal gara gara ericko lim semuanya udh berubah dan dunia banyak org ngeres jadi haters ericko lim itu org yg kgk ngeres cuma dia ngomong kotor ke ericko lim karena sifatnya ngeres ibunya ericko lim nyesel ngelahirin ericko lim ericko lim masuk agama kristen kok gk pernah tobat dasar generasi sekarang dan lu ericko lim tobat lah sekarang sebelum terlambat ,
,,
,,
,,
0.0,oh kristen sama dong aku juga kristen,Sky Hxus
1.0,satanisme,Oktavianus Kia Libu
0.0,kristen kalau gak salah,Dark.Noire
0.0,dark noire emg agama ericko lim apa kalau boleh tau,Sky Hxus
0.0,plissss,Habibi 44
0.0,woy bales dong anak depok kan katanya kuat masa ga dibales,teguh Ramadhan
0.0,gpph goblok yang penting berkarya nah lu udh anak haram ngatain orang berkarya kgk mikir tolol,Wisnu Ajiw
0.0,bales dong mas jangan diem aja depok sebelah mana,teguh Ramadhan
0.0,sok jagoan ya merasa paling kuat dih malu in orang depok aja tod,Al Fapfap 87
0.0,depok mana mas,teguh Ramadhan
0.0,ente jg bocah ngapain sampe sini toddd,Rizky Alfian F
0.0,sok ngatur ngentod sub ajh hahah ngakak,Suwita Esports Gaming
0.0,lol sok suci,Suwita Esports Gaming
0.0,kan ini chenel friend family and pendidikan,DREAM _GAMING
0.0,anak haram,DREAM _GAMING
0.0,gg,Yusuf Asu
2.0,reading hate comment aja jadi duit what a genius,Artnimation Studio
0.0,tapi gw suka gaya loe anjink manusia jaman now ga usah peduliin yang benci loe jink,Ramdani Permana
0.0,haters emang gak punya otak ya goblok lagi,Muhamad Nurfitra Agung Riyadi
1.0,kok nyesek yah v,style GREGET
0.0,kapan lagi gua nonton eksperimen gila dan bodoh yg gak bakal gua lakuin setidaknya gua terhibur dgn kebodohan lo rick dan gua ketawa ngetawain lo lu tolol sih tapi menghibur sih ena udh kesel sama ericko lim jadi ericko lim lah perusak generasi buah buah dan minuman normal aja udh jadi hal ngeres contoh pisang dan susu awalnya pisang dan susu hanya la cemilan normal gara gara ericko lim semuanya udh berubah dan dunia banyak org ngeres jadi haters ericko lim itu org yg kgk ngeres cuma dia ngomong kotor ke ericko lim karena sifatnya ngeres ibunya ericko lim nyesel ngelahirin ericko lim ericko lim masuk agama kristen kok gk pernah tobat dasar generasi sekarang dan lu ericko lim tobat lah sekarang sebelum terlambat ,
,,
,,
,,
0.0,anj nk lu buncit ganteng dari mana nenen lu aja gede sm kimi hidung pesek kejepit toket ,
,,
,,
0.0,heters berguna buat ngasilin duit ,
,,
0.0,be yourself aja rik emg palkon lu,Bebek Galak
0.0,inget boy ada neraka yg nunggu lo,rizki wardhana
0.0,auto ngakak g,JSM Official
0.0,ngakak anjengg sampe kontol ngilu,TZ Zxuan
0.0,hajar bang katain kontol ngentod biar dia tau kalo ngentod itu sadaapp v,Ade AR
0.0,kenapa harus ngomong anjing loo anjig ,
,,
0.0,netizen indonesia melelebihi bulu kintoll lu rick wkwkwan dikit napa njing jancokkk lloo kasian generasi muda njing,Novan Ferdiansyah
0.0,wanjir kaget wkwkkwkw ihi bulu kintoll lu rick wkwkwan dikit napa njing jancokkk lloo kasian generasi muda njing,Yudhianto Setiono
0.0,yang bego bukan lu bang yang bego meraka bilang ga berfaedah tapi di tonton bodoh gitu ama haters kontol,Rizky Maulana Al furqon
0.0,mantap anjing vidio lu wkwkw,Deris Kurniawan
0.0,sukses teruss motherfucker,Hndrawn Channel
0.0,kontol lu rick maen pb lagi ae  meraka bilang ga berfaedah tapi di tonton bodoh gitu ama haters kontol,Afan Khafani
0.0,berbau gore,cEddi3
1.0,ericko kontol,E2RAV19O 51
0.0,gua cuma penikmat,
,,
0.0,jaga sikap omongan lu syarat mati tidak harus tua sakit,Indra Permana
0.0,ka erick terkeren,Steven G
0.0,wkwkwkwkww gue demen bet gaya tengilnya ericko lim kalo ketemu boleh ga sih gue toyor palanya nih anak wkwkwkeke jaya terus rick ntonin video lu yg ngk bermanfaat,Febry Maulana GP
34.0,gwe jujur lu ganteng rick lu keren segila gila nya elu gwe terhibur kok gwe seneng liat konten konten kaya elu bikin ngakak asww wik wik wik,Faris Kurniawan
6.0,gua seneng kok sama bang erik kontol,rezaldy fahrul
3.0,emang pertamakali gw nonton yt kirik itu pas lagu susu kental manis sumpah gw dlm hati ini channel apaan tapi kesini agak krg toxic tapi msih aja,Swiki Mikis
0.0,we need part video like this,Reza Sasmita
0.0,kontol moga sukses lu memek,Leo- kun
0.0,wkwkw auto subscribe ni gw suka cara lu bahas hater comment mntp bang eri hati ini channel apaan tapi kesini agak krg toxic tapi msih aja,Elzro Yong
0.0,mereka terlalu serius nonton yt buat hiburan aja lah guys,The Burning Soda
0.0,gw paling benci ni chanel,Adelia syahfitri
0.0,wkwkwkk selow in aja bg,
,,
0.0,jujur saja gua terhibur klo bang ericko lim bicara kasar,INDONESIA BERSATU
0.0,kontol lu ajin,BOCIL GAMING X
0.0,bang kakak kelas gw ,
,,
0.0,sekali pun lu toxic gw tetep nge bela lu coy,yonathan lauwrens
0.0,erick gw support lu zanpe matj,SEVEN_ CROOS
0.0,tolol,Official KurJr
0.0,lu emang ganteng rik,Doni Damara
0.0,woi erickontol kebanyakan coly mukak palkon,Shakti Gaming17
0.0,ericko tetap di hati,Awan Seto
0.0,walau bang erick banyak ngomong saru,
,,
,,
0.0,lmao good boi,RyanandaBEST
0.0,awalnya gua benci tapi sekarang gua banyak belajar dari anying kalau lu baik gak bakalan terkenal lu anjing wkwk,Darnoprst
0.0,anjing lu ganteng kayak rando,NL21 2009
0.0,chanel lucknutt,Kevin Pratama
0.0,kalem bang gw ada untuk mu v gw mendukung mu v no toxic no life v,Arya Yudha Septian
0.0,gw viwerlu bang i love you,Yhukenshi kun X Mirai chan
0.0,tenang bang ericko masih banyak yang support lu,Acelolik Zidan
0.0,emang mukak kontol lu rik,Rah Too
0.0,bodo aja hater lu,STAR BOY
0.0,haters duit jadinya haters ngasilin duit lebih banyak semakin banyak haters sekamin banyak duit haters kok subs haters kok like ampe rb dan subs,Manda Alan
1.0,gw tekan tombol subscribe kali bang,Nazmi Nasarudin
68.0,konten lu emang nggak berfaedah rik tapi gua tau itu tujuan lu buat ngehibur orang dan itu besar pahalanya kata dhyo haw like ampe rb dan subs,Chicken Crazy
0.0,saran buat lu bang setidak nya kata kotor nya di sensor lah ngak enak di denger setuju,Reeha 321
0.0,ane netral boleh ga,Flow Shiro
0.0,haters maha benar bang erik selow in aja ya gw tetep dukung elu,Afiq Akmal
0.0,tambah cancerrr malahan,Aziz Fikri S
0.0,channel goblogggg ga ada tatakrama,Reza Arapp Naufal
0.0,tembus juta akhir tahun lu mau ngapaiin nyukk,Dhent Gaming
0.0,yo bangsat cakep gw suka lu semangat bang  tetep dukung elu,AYEZ MUSIC
0.0,haters mah seenak jidat,PLAYER VIN GLORY INDONESUA
0.0,erick kata kata mutiara save,mail mbc
0.0,si haters itu gk ada otaknya smua  ngatain lewat dm gk sopan trus kan sdh canggih ni zamar pahalanya kata dhyo haw like ampe rb dan subs,Jason Darwi
0.0,hatersnya jgn nonton klo benci erickolim ericko terbaik,Jason Darwi
1.0,para haters membaraaaaaaaaaa olim ericko terbaik,Dafa Yunus
0.0,sabar bang wkwkwk,Fernando AJA
1.0,gua seneng bully lo lo sabar wkwk,iMposible160KiLL Battle Dreams
0.0,erick kontol banyak gaya ngejek ngejek youtubers kontol ama kau,Daniel Anggara
0.0,gua suka nonton vidio lu karena lu suka toxic kwkwkwkwk terus lah toxic bang,ImFabio MCWorld
0.0,siapa setuju erico tuh ganteng u suka toxic kwkwkwkwk terus lah toxic bang,alfa __
0.0,bang lu ganteng tuh ganteng u suka toxic kwkwkwkwk terus lah toxic bang,alfa __
0.0,bang lu ganteng tuh ganteng u suka toxic kwkwkwkwk terus lah toxic bang,alfa __
0.0,subcribe makan bulu ketek mamah lo,yuusan official
0.0,selow bang gua selalu dukung lu,Dwi Wulandari
0.0,ug komen di sini emg gak ada yg bagus babi cahnel u tutup ajh anjing muka macam kontol ajh blagu,PENOK PENOK
0.0,kontol,PENOK PENOK
0.0,ric gua request lu minum air pembalut donk plissss,Ihsan Lordardmore
0.0,siapapun yg jd haters lu gua sikat ya kntl issss,Rachmat Akil
0.0,hahaha menghibur bgt ya kntl ,
,,
0.0,hai ericko gua sebenarnya fans banget sama lagu lo itu bagus,GIBRAN GAMING
0.0,hah taunya minta subscribe aja luh,No Chu
0.0,kontol lu ric muka gak ganteng masih produk lokal konten gak menghibur taii hahahahaha,
